"","year","asylum","border","borders","canada","citizen","citizens","citizenship","cross","crossing","cuba","customs","deport","deportation","deportations","deported","detain","detained","documented","emigration","ethnic","foreign","foreigner","hispanic","illegal","immigrant","immigrants","immigrate","immigration","labor","laborers","latin","latino","mexican","mexico","migrant","migrants","minorities","minority","naturalization","naturalized","racial","racism","racist","refugee","refugees","separate","separated","undocumented","immigration_total","percent_immigration","afghanistan","afraid","army","battle","combat","conflict","cyber","cybersecurity","enemies","enemy","fear","fears","fight","fights","force","fought","genocide","iran","iraq","isis","israel","jihad","korea","marine","marines","militant","military","missile","missiles","navy","nuclear","proxy","qaeda","russia","soldier","soldiers","soviet","struggle","taliban","terror","terrorism","terrorist","terrorists","threat","threaten","threatens","threats","trench","trenches","troop","troops","ussr","vietnam","war","warfare","wars","wartime","war_total","percent_war","billionaire","billionaires","cash","class","consumer","consumers","crash","crashes","debt","demand","downturn","economic","economics","economy","employment","exchange","finance","financial","gdp","goods","growth","inflation","job","jobs","loan","loans","market","markets","millionaire","millionaires","paycheck","paychecks","pension","pensions","pocketbook","poor","poverty","price","prices","recession","retire","retirement","rich","saving","stock","stocks","tax","taxes","trade","unemployed","unemployment","economy_total","percent_economy","president","party","against","american","change","child","crisis","faith","family","great","hope","together","unite","interesting_total","percent_interesting"
"148",1938,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,0.641436818,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0,21,0.449005773,0,0,0,2,0,0,0,0,1,4,0,11,1,0,2,0,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,9,6,2,0,0,0,0,0,0,11,4,1,1,0,67,1.432542228,"Roosevelt","Democratic",2,3,4,1,0,2,1,12,3,0,10,38,0.812486637
"149",1939,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.428265525,0,1,0,0,0,1,0,0,1,1,3,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,11,0,2,0,40,1.070663812,0,0,1,1,1,1,0,0,3,0,0,5,0,2,6,0,1,1,0,1,0,0,1,0,0,0,2,2,0,0,0,0,1,1,0,0,0,4,0,1,0,0,1,1,0,0,8,4,0,1,3,53,1.41862955,"Roosevelt","Republican",9,12,3,2,0,10,0,4,3,4,8,55,1.472162741
"150",1940,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.347003155,0,0,3,0,1,1,0,0,0,0,3,0,2,0,10,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,0,6,0,58,1.829652997,0,0,0,2,0,0,1,0,0,2,0,7,0,0,4,0,0,1,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,13,2,3,46,1.451104101,"Roosevelt","Democratic",5,14,0,5,1,3,0,10,8,1,13,60,1.892744479
"151",1941,0,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.51703163,0,0,1,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,8,4,0,1,0,0,2,2,0,0,25,1,4,1,63,1.916058394,0,0,1,0,0,0,1,0,0,2,0,4,0,1,2,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,27,0.821167883,"Roosevelt","Republican",5,16,2,2,1,2,0,15,0,1,5,49,1.49026764
"152",1942,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0.201729107,0,1,0,1,3,3,0,0,6,8,1,0,18,0,14,2,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,108,3.112391931,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,9,0.259365994,"Roosevelt","Republican",14,13,0,0,0,2,2,9,3,2,18,63,1.81556196
"153",1943,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.110302228,0,0,2,9,2,1,0,0,3,6,3,1,16,0,11,2,0,0,0,1,0,0,0,3,3,0,7,0,0,1,0,0,0,6,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,57,1,2,1,147,3.242885506,0,0,0,0,0,0,0,0,0,1,0,7,0,1,6,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0.507390249,"Roosevelt","Republican",8,18,1,0,1,3,1,27,3,5,15,82,1.808956541
"154",1944,0,0,0,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,18,0.479360852,0,0,1,4,0,1,0,0,5,0,3,1,5,0,7,0,0,0,0,1,0,0,0,2,2,0,3,0,0,2,0,0,0,1,7,5,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,57,0,1,2,116,3.089214381,0,0,0,0,1,0,1,0,0,6,0,5,0,2,2,0,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,0,1,1,1,0,0,0,4,0,2,0,1,46,1.225033289,"Roosevelt","Democratic",3,12,1,3,1,0,3,10,2,3,4,42,1.118508655
"155",1945,0,0,0,0,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0.221565731,0,0,20,11,3,2,0,0,11,10,0,0,20,0,37,7,0,0,0,0,0,0,0,2,2,0,10,0,0,8,0,0,0,5,6,5,1,0,0,2,0,0,0,3,2,0,0,0,0,5,5,0,0,91,2,0,1,271,3.335795175,0,0,0,2,1,1,0,0,1,7,0,4,0,3,8,0,2,0,0,0,1,0,20,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,1,5,0,1,82,1.009354998,"Roosevelt","Democratic",24,19,5,0,0,3,1,28,10,14,13,117,1.440177253
"156",1946,0,0,0,0,7,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,35,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,88,0.317437414,0,0,7,1,1,0,0,0,7,3,2,0,7,0,35,5,0,0,0,0,0,0,2,3,1,0,14,0,0,13,0,0,0,0,1,1,4,0,0,2,0,0,0,6,3,0,0,0,0,2,2,0,0,278,5,1,20,426,1.536685665,0,0,12,4,20,9,2,0,31,25,0,55,0,30,62,2,18,13,0,20,3,25,15,5,27,16,13,5,0,0,0,0,4,4,0,0,0,67,34,0,1,1,4,19,4,3,30,5,19,9,18,634,2.28699228,"Truman","Democratic",18,20,15,5,0,1,5,54,18,7,92,235,0.847702186
"157",1947,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,49,0.812199569,0,0,7,0,0,1,0,0,0,0,3,0,2,0,19,0,0,0,0,0,0,0,0,1,0,0,7,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,3,3,0,0,31,1,1,3,94,1.558097132,0,0,0,1,0,0,0,0,4,2,0,14,0,11,4,0,1,3,0,3,1,0,2,0,1,1,3,3,0,0,0,0,1,1,0,0,0,14,10,0,2,1,0,0,0,0,1,0,3,0,1,88,1.458644124,"Truman","Democratic",2,6,2,1,0,4,1,18,5,4,11,54,0.895077076
"158",1948,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30,0.589275192,0,0,0,0,1,0,0,0,0,0,2,0,2,0,7,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,31,0,1,0,52,1.021410332,0,0,0,0,1,1,0,0,0,2,0,24,0,6,7,0,1,4,0,3,3,11,3,3,0,0,3,1,0,0,0,0,0,0,0,0,2,16,10,0,0,0,3,1,1,0,19,3,5,0,2,135,2.651738362,"Truman","Democratic",7,4,2,2,2,8,2,26,3,5,13,74,1.453545472
"159",1949,0,1,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.677068001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,18,0.529879305,0,0,0,0,2,0,0,0,1,3,0,7,0,9,3,1,0,1,0,1,1,3,2,1,1,1,3,1,0,0,0,0,0,0,0,0,1,13,3,2,0,0,1,0,0,0,3,2,1,0,1,68,2.001766264,"Truman","Democratic",6,5,1,1,0,3,2,13,1,4,6,42,1.236385046
"160",1950,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.526726492,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,27,0.526726492,0,0,0,0,2,2,0,0,0,1,2,20,0,9,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,2,0,0,0,2,0,0,0,2,0,4,0,3,75,1.463129146,"Truman","Democratic",6,2,5,4,0,1,2,28,3,4,11,66,1.287553648
"161",1951,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.325977934,0,0,1,0,1,1,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,8,1,0,0,16,0,0,1,0,1,0,5,1,1,19,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,13,1,1,1,110,2.758274824,0,0,0,1,1,0,0,0,0,1,0,12,0,5,1,0,0,0,0,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,38,0.952858576,"Truman","Democratic",10,3,0,1,0,0,0,13,7,12,10,56,1.404212638
"162",1952,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0.243719535,0,0,1,1,0,1,0,0,0,2,2,0,14,1,18,1,0,2,0,2,0,0,11,0,0,0,11,0,0,0,0,0,0,0,4,4,7,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,0,114,2.137232846,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0,5,1,4,8,3,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0,0,0,0,1,0,0,5,2,0,0,0,50,0.937382827,"Truman","Democratic",5,7,1,0,2,2,0,27,10,8,9,71,1.331083615
"163",1953,0,3,2,0,11,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.343785811,0,1,1,2,1,1,0,0,0,1,15,0,2,0,25,1,0,3,0,0,1,0,7,0,0,0,19,0,0,0,1,0,0,2,0,0,35,4,0,1,0,0,0,8,1,0,2,0,0,0,0,0,0,83,0,0,2,219,2.281487655,0,0,1,0,0,0,0,0,4,1,0,28,0,6,1,0,2,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,55,0.572976352,"Truman","Democratic",16,10,22,1,0,8,1,35,12,6,26,137,1.427232003
"164",1954,0,0,0,2,17,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,49,0.820220957,0,0,0,2,1,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,6,0,0,0,15,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,23,0,0,2,76,1.272179444,0,0,0,0,2,1,0,0,4,3,0,20,0,9,3,0,1,1,0,1,6,1,0,0,2,2,7,4,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,3,4,2,25,6,6,0,2,122,2.042182792,"Eisenhower","Republican",6,11,5,2,0,0,2,13,5,1,12,57,0.954134583
"165",1955,0,0,0,0,23,17,1,1,0,0,1,1,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,66,0.912358308,0,0,0,2,6,0,0,0,0,1,0,0,1,1,22,0,0,1,0,0,0,0,1,1,0,0,28,0,0,1,3,0,0,0,0,0,2,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,28,1,0,0,107,1.479126348,0,0,1,1,2,0,0,0,1,2,0,25,0,14,7,1,0,0,0,2,8,2,3,2,0,0,5,4,0,0,0,0,1,1,0,0,0,2,2,0,4,4,1,3,3,1,9,2,4,0,4,121,1.672656898,"Eisenhower","Republican",2,11,3,3,0,8,0,15,6,4,10,62,0.857063865
"166",1956,0,0,0,1,8,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,3,10,0,1,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,58,0.70345664,0,0,0,0,2,2,0,0,0,0,4,0,1,0,8,0,0,1,1,0,1,0,2,0,0,0,16,1,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,6,1,0,1,0,0,0,0,1,0,38,1,0,2,95,1.152213463,0,0,0,1,0,0,0,0,4,5,0,21,0,12,4,1,3,4,0,0,4,3,4,1,1,0,8,7,0,0,0,0,3,1,0,0,1,7,4,0,2,2,2,3,1,1,11,3,11,0,4,139,1.685870224,"Eisenhower","Republican",10,14,8,8,0,0,1,19,2,5,16,83,1.00667071
"167",1957,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,0.60547348,0,0,0,0,0,0,0,0,0,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,10,0,1,0,42,1.017195447,0,0,0,1,0,0,0,0,0,6,0,9,0,12,0,0,0,4,0,0,3,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,8,2,0,1,1,1,1,1,1,1,0,5,0,0,67,1.622668927,"Eisenhower","Republican",10,6,5,3,0,0,1,4,3,1,11,44,1.065633325
"168",1958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0.203624516,0,0,0,0,0,1,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,1,3,1,0,29,15,8,1,2,0,0,0,0,0,14,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,19,0,0,0,115,2.341681939,0,0,0,1,0,0,0,0,1,6,0,19,0,3,2,2,2,0,0,0,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,55,1.11993484,"Eisenhower","Republican",6,13,2,0,0,0,0,12,2,2,6,43,0.87558542
"169",1959,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0.390223865,0,0,0,0,0,1,0,0,1,0,4,0,2,0,11,0,0,0,0,0,0,0,0,2,2,0,10,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,20,0,0,0,68,1.396590676,0,0,0,0,1,1,0,0,0,2,0,11,0,12,2,0,3,2,0,0,12,6,3,1,1,1,2,2,0,0,0,0,1,0,0,1,1,14,6,1,0,0,1,2,0,0,4,0,0,0,0,93,1.91004313,"Eisenhower","Republican",6,8,3,2,0,0,2,18,8,1,8,56,1.150133498
"170",1960,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0.319829424,0,0,1,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,2,1,0,4,5,3,0,5,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,19,0,0,0,67,1.19047619,0,0,0,1,0,0,1,0,6,3,1,13,1,3,1,0,1,2,0,1,6,6,0,0,0,0,3,3,0,0,0,0,1,1,0,1,2,9,6,0,0,0,2,2,0,0,7,0,2,0,0,85,1.510305615,"Eisenhower","Republican",8,14,2,1,0,5,0,14,7,3,11,65,1.154939588
"171",1961,0,0,0,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,21,0.339366516,0,0,1,0,3,1,0,0,0,0,0,0,2,1,14,0,0,1,0,1,0,0,3,3,3,0,5,5,3,0,6,0,0,1,1,1,3,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,25,2,1,0,91,1.470588235,0,0,0,1,1,0,1,0,0,2,1,10,0,7,12,1,2,1,0,1,5,4,2,0,5,4,1,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,1,5,1,5,0,6,88,1.422107304,"Eisenhower","Republican",3,29,2,4,1,0,2,15,3,0,17,76,1.228183581
"172",1962,0,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0.590428838,0,0,2,0,2,1,0,0,1,1,3,1,4,0,9,0,0,0,0,1,0,0,0,2,2,0,9,2,2,0,6,0,0,0,0,0,1,1,0,1,0,0,0,3,2,0,0,0,0,2,1,0,0,14,0,0,0,73,1.134244873,0,0,0,2,7,4,0,0,0,3,0,10,0,11,6,1,1,0,0,2,11,4,12,8,4,4,10,0,0,0,0,0,0,0,0,0,1,9,4,5,1,1,3,0,1,0,10,1,9,2,2,149,2.315102548,"Kennedy","Democratic",3,13,4,6,1,3,1,10,10,3,17,71,1.103169671
"173",1963,0,3,1,0,6,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.563274502,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,2,0,0,2,0,0,0,4,1,0,0,13,0,0,0,0,0,4,2,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,17,0,2,0,65,1.220428089,0,0,0,1,2,2,0,0,0,2,0,10,0,6,4,0,1,0,0,2,9,3,5,3,0,0,3,0,0,0,0,0,0,0,0,2,3,1,0,4,1,1,1,0,2,0,21,2,6,0,1,98,1.840030041,"Kennedy","Democratic",1,17,4,4,2,1,0,8,5,0,8,50,0.938790837
"174",1964,0,2,1,0,5,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,24,0.753059303,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0,27,0.847191716,0,0,0,0,0,0,0,0,0,1,0,3,0,3,11,0,2,0,0,1,0,1,10,5,1,0,2,1,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,1,0,10,0,2,1,5,75,2.353310323,"Johnson","Democratic",3,15,0,3,1,8,3,2,11,1,2,49,1.537496078
"175",1965,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.318616295,0,0,0,0,0,2,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,17,0,0,0,40,0.910332271,0,0,0,0,2,0,0,0,0,3,0,3,0,6,2,0,0,0,0,1,5,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,4,3,1,3,0,0,5,0,0,0,2,1,3,0,1,52,1.183431953,"Johnson","National Union   [i]   ( Democratic )   [j]",5,24,2,5,0,3,0,13,8,6,5,71,1.615839782
"176",1966,0,1,1,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0.418648906,0,0,0,4,1,8,0,0,1,2,1,0,7,0,13,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,2,2,1,4,0,3,0,0,0,1,1,0,0,0,0,0,0,0,34,28,0,3,0,122,2.321598478,0,0,1,0,1,0,0,0,0,1,0,4,0,2,1,0,1,0,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,2,1,0,0,10,2,3,0,1,47,0.894386299,"Johnson","National Union   [i]   ( Democratic )   [j]",5,18,4,5,0,0,2,13,12,5,7,71,1.351094196
"177",1967,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0.323442554,0,0,1,2,2,5,0,0,0,3,1,0,8,0,9,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,4,0,0,1,0,0,7,2,0,2,1,0,0,5,4,2,0,0,0,2,2,0,23,40,0,0,0,133,1.870341724,0,0,0,1,2,0,0,0,0,3,0,7,0,6,2,0,1,0,0,0,2,1,6,2,3,1,0,0,0,0,0,0,0,0,0,3,5,10,5,0,1,0,2,1,0,0,14,5,4,0,1,88,1.237519336,"Johnson","Democratic",3,33,6,10,0,1,2,28,14,10,5,112,1.57502461
"178",1968,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.267765191,0,0,0,3,1,1,0,0,0,2,0,0,1,0,9,0,0,0,0,3,1,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,5,13,0,0,0,55,1.132852729,0,0,0,0,10,1,0,0,0,0,0,3,0,1,2,3,1,2,0,0,3,1,7,5,0,0,3,0,0,0,1,1,0,0,0,1,1,6,3,0,0,0,1,1,2,1,10,1,3,3,0,77,1.585993821,"Johnson","Democratic",4,25,8,7,3,1,2,5,12,4,4,75,1.544799176
"179",1969,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0.170440711,0,1,0,2,0,2,0,0,0,0,2,0,1,0,5,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,4,0,0,0,38,0.925249574,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,1,0,0,5,0,2,0,2,36,0.876552228,"Johnson","National Union   [i]   ( Democratic )   [j]",3,16,3,4,1,2,1,13,13,4,8,68,1.655709764
"180",1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0.157126824,0,0,0,1,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,20,0,2,0,43,0.965207632,0,0,0,0,0,0,0,0,4,4,0,6,0,1,1,0,0,0,0,1,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,3,0,0,0,4,0,0,0,1,1,0,0,0,52,1.167227834,"Nixon","Republican",3,23,0,1,0,1,3,25,4,2,4,66,1.481481481
"181",1971,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0.245810056,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,20,0.446927374,0,0,0,0,1,0,0,0,0,0,0,1,0,8,9,0,0,2,0,0,2,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0,1,2,48,1.072625698,"Nixon","Republican",5,23,9,5,2,1,3,32,2,5,2,89,1.988826816
